Gene	Class
Pofut2	3_UTR
Prelid2	3_UTR
Prkch	3_UTR
Prkn	3_UTR
Prrx1	3_UTR
Rab7b	3_UTR
Rapgef3	3_UTR
Rapgefl1	3_UTR
Rgs4	3_UTR
Rgs8	3_UTR
Rnf144b	3_UTR
Rpa1	3_UTR
Rps23	3_UTR
Sall2	3_UTR
Scml4	3_UTR
Sec16b	3_UTR
Setbp1	3_UTR
Sfxn3	3_UTR
Slamf6	3_UTR
Slc1a1	3_UTR
Slc22a16	3_UTR
Slc26a4	3_UTR
Slc35d3	3_UTR
Slc39a6	3_UTR
Slc41a1	3_UTR
Slc4a3	3_UTR
Slc7a4	3_UTR
Slc8a1	3_UTR
Sncb	3_UTR
Sorcs1	3_UTR
Sostdc1	3_UTR
Srebf2	3_UTR
Srl	3_UTR
Ss18	3_UTR
Stx6	3_UTR
Stxbp4	3_UTR
Sybu	3_UTR
Synrg	3_UTR
Tbc1d22b	3_UTR
Tdrd9	3_UTR
Tefm	3_UTR
Tmcc2	3_UTR
Tmem151b	3_UTR
Tmem184b	3_UTR
Tnfrsf10b	3_UTR
Top2b	3_UTR
Tpd52l1	3_UTR
Trarg1	3_UTR
Ttll5	3_UTR
Uggt2	3_UTR
Unc5cl	3_UTR
Vps13a	3_UTR
Vwc2l	3_UTR
Vxn	3_UTR
Wdyhv1	3_UTR
Wrb	3_UTR
Zbtb43	3_UTR
Zdhhc8	3_UTR
Zeb1	3_UTR
Zfp451	3_UTR
3830406C13Rik	5_UTR
7530416G11Rik	5_UTR
Bmpr1a	5_UTR
Btbd9	5_UTR
Cd274	5_UTR
Cd47	5_UTR
Cdk13	5_UTR
D730045A05Rik	5_UTR
Dlgap1	5_UTR
Dse	5_UTR
Fig4	5_UTR
Gcnt1	5_UTR
Gpr22	5_UTR
Kctd4	5_UTR
Mir6944	5_UTR
Mpped2	5_UTR
Msra	5_UTR
Mthfd1	5_UTR
Rnf146	5_UTR
Sptbn2	5_UTR
Zfp959	5_UTR
1110002J07Rik	DistalIntergenic
1600002D24Rik	DistalIntergenic
1700001G01Rik	DistalIntergenic
1700001G11Rik	DistalIntergenic
1700003I22Rik	DistalIntergenic
1700003L19Rik	DistalIntergenic
1700003P14Rik	DistalIntergenic
1700006H21Rik	DistalIntergenic
1700008C04Rik	DistalIntergenic
1700010I14Rik	DistalIntergenic
1700010K23Rik	DistalIntergenic
1700012I11Rik	DistalIntergenic
1700016G22Rik	DistalIntergenic
1700017N19Rik	DistalIntergenic
1700019E08Rik	DistalIntergenic
1700019M22Rik	DistalIntergenic
1700019P21Rik	DistalIntergenic
1700020N01Rik	DistalIntergenic
1700022A22Rik	DistalIntergenic
1700023C21Rik	DistalIntergenic
1700023F02Rik	DistalIntergenic
1700024I08Rik	DistalIntergenic
1700025G04Rik	DistalIntergenic
1700025K24Rik	DistalIntergenic
1700027A15Rik	DistalIntergenic
1700027J07Rik	DistalIntergenic
1700028I16Rik	DistalIntergenic
1700029J03Rik	DistalIntergenic
1700029N11Rik	DistalIntergenic
1700030O20Rik	DistalIntergenic
1700044C05Rik	DistalIntergenic
1700044K03Rik	DistalIntergenic
1700049E17Rik2	DistalIntergenic
1700049L16Rik	DistalIntergenic
1700054A03Rik	DistalIntergenic
1700057H21Rik	DistalIntergenic
1700061F12Rik	DistalIntergenic
1700061J23Rik	DistalIntergenic
1700063A18Rik	DistalIntergenic
1700064J06Rik	DistalIntergenic
1700064M15Rik	DistalIntergenic
1700066C05Rik	DistalIntergenic
1700067G17Rik	DistalIntergenic
1700084D21Rik	DistalIntergenic
1700084F23Rik	DistalIntergenic
1700092E19Rik	DistalIntergenic
1700092K14Rik	DistalIntergenic
1700100I10Rik	DistalIntergenic
1700100L14Rik	DistalIntergenic
1700101O22Rik	DistalIntergenic
1700104L18Rik	DistalIntergenic
1700108F19Rik	DistalIntergenic
1700109G14Rik	DistalIntergenic
1700109G15Rik	DistalIntergenic
1700109I08Rik	DistalIntergenic
1700110C19Rik	DistalIntergenic
1700112H15Rik	DistalIntergenic
1700113H08Rik	DistalIntergenic
1700116B05Rik	DistalIntergenic
1700121N20Rik	DistalIntergenic
1700122O11Rik	DistalIntergenic
1700128A07Rik	DistalIntergenic
1700129C05Rik	DistalIntergenic
1810007C17Rik	DistalIntergenic
1810007D17Rik	DistalIntergenic
1810013L24Rik	DistalIntergenic
1810041H14Rik	DistalIntergenic
1810053B23Rik	DistalIntergenic
1810063I02Rik	DistalIntergenic
2010001A14Rik	DistalIntergenic
2010010A06Rik	DistalIntergenic
2010300C02Rik	DistalIntergenic
2210420H20Rik	DistalIntergenic
2310005E17Rik	DistalIntergenic
2310015D24Rik	DistalIntergenic
2310016D03Rik	DistalIntergenic
2310020H05Rik	DistalIntergenic
2310043L19Rik	DistalIntergenic
2410003L11Rik	DistalIntergenic
2410004P03Rik	DistalIntergenic
2510009E07Rik	DistalIntergenic
2610035D17Rik	DistalIntergenic
2610307P16Rik	DistalIntergenic
2700046A07Rik	DistalIntergenic
2700054A10Rik	DistalIntergenic
2700089I24Rik	DistalIntergenic
2810029C07Rik	DistalIntergenic
2810032G03Rik	DistalIntergenic
2900040C04Rik	DistalIntergenic
2900041M22Rik	DistalIntergenic
3110009F21Rik	DistalIntergenic
3110015C05Rik	DistalIntergenic
3300005D01Rik	DistalIntergenic
3830408C21Rik	DistalIntergenic
4732490B19Rik	DistalIntergenic
4833415N18Rik	DistalIntergenic
4921504E06Rik	DistalIntergenic
4921509O07Rik	DistalIntergenic
4921511I17Rik	DistalIntergenic
4921513I03Rik	DistalIntergenic
4921515E04Rik	DistalIntergenic
4921525O09Rik	DistalIntergenic
4921530L21Rik	DistalIntergenic
4930401O10Rik	DistalIntergenic
4930401O12Rik	DistalIntergenic
4930405D11Rik	DistalIntergenic
4930426D05Rik	DistalIntergenic
4930426L09Rik	DistalIntergenic
4930428D20Rik	DistalIntergenic
4930428E07Rik	DistalIntergenic
4930430F21Rik	DistalIntergenic
4930431P22Rik	DistalIntergenic
4930434J06Rik	DistalIntergenic
4930435F18Rik	DistalIntergenic
4930440C22Rik	DistalIntergenic
4930441J16Rik	DistalIntergenic
4930445N18Rik	DistalIntergenic
4930448C13Rik	DistalIntergenic
4930448I06Rik	DistalIntergenic
4930449E01Rik	DistalIntergenic
4930452A19Rik	DistalIntergenic
4930453N24Rik	DistalIntergenic
4930455B14Rik	DistalIntergenic
4930459C07Rik	DistalIntergenic
4930465M20Rik	DistalIntergenic
4930467J12Rik	DistalIntergenic
4930467K11Rik	DistalIntergenic
4930469K13Rik	DistalIntergenic
4930470H14Rik	DistalIntergenic
4930471G24Rik	DistalIntergenic
4930473O22Rik	DistalIntergenic
4930474G06Rik	DistalIntergenic
4930474H20Rik	DistalIntergenic
4930474N05Rik	DistalIntergenic
4930474N09Rik	DistalIntergenic
4930484H19Rik	DistalIntergenic
4930488B22Rik	DistalIntergenic
4930503E24Rik	DistalIntergenic
4930503F20Rik	DistalIntergenic
4930503L19Rik	DistalIntergenic
4930503O07Rik	DistalIntergenic
4930504C09Rik	DistalIntergenic
4930505A04Rik	DistalIntergenic
4930517M08Rik	DistalIntergenic
4930518P08Rik	DistalIntergenic
4930519D14Rik	DistalIntergenic
4930520P13Rik	DistalIntergenic
4930521E06Rik	DistalIntergenic
4930521O17Rik	DistalIntergenic
4930523C07Rik	DistalIntergenic
4930524B15Rik	DistalIntergenic
4930524C18Rik	DistalIntergenic
4930526H09Rik	DistalIntergenic
4930527G23Rik	DistalIntergenic
4930529K09Rik	DistalIntergenic
4930529N20Rik	DistalIntergenic
4930532M18Rik	DistalIntergenic
4930534H03Rik	DistalIntergenic
4930542D17Rik	DistalIntergenic
4930542M03Rik	DistalIntergenic
4930545E07Rik	DistalIntergenic
4930545H06Rik	DistalIntergenic
4930547E08Rik	DistalIntergenic
4930548G14Rik	DistalIntergenic
4930548J01Rik	DistalIntergenic
4930552P12Rik	DistalIntergenic
4930553E22Rik	DistalIntergenic
4930554G24Rik	DistalIntergenic
4930555B11Rik	DistalIntergenic
4930555G21Rik	DistalIntergenic
4930555K19Rik	DistalIntergenic
4930556N09Rik	DistalIntergenic
4930558J18Rik	DistalIntergenic
4930559C10Rik	DistalIntergenic
4930563J15Rik	DistalIntergenic
4930567J20Rik	DistalIntergenic
4930568G15Rik	DistalIntergenic
4930572O13Rik	DistalIntergenic
4930578E11Rik	DistalIntergenic
4930578M01Rik	DistalIntergenic
4930578N18Rik	DistalIntergenic
4930579P08Rik	DistalIntergenic
4930583I09Rik	DistalIntergenic
4930590L20Rik	DistalIntergenic
4930596D02Rik	DistalIntergenic
4931403E22Rik	DistalIntergenic
4931408C20Rik	DistalIntergenic
4931420L22Rik	DistalIntergenic
4932412D23Rik	DistalIntergenic
4932414N04Rik	DistalIntergenic
4932435O22Rik	DistalIntergenic
4932438H23Rik	DistalIntergenic
4933401D09Rik	DistalIntergenic
4933402D24Rik	DistalIntergenic
4933406C10Rik	DistalIntergenic
4933406G16Rik	DistalIntergenic
4933406K04Rik	DistalIntergenic
4933409F18Rik	DistalIntergenic
4933411E08Rik	DistalIntergenic
4933412E24Rik	DistalIntergenic
4933412O06Rik	DistalIntergenic
4933415F23Rik	DistalIntergenic
4933416O17Rik	DistalIntergenic
4933424G05Rik	DistalIntergenic
4933429O19Rik	DistalIntergenic
4933433H22Rik	DistalIntergenic
4933440J02Rik	DistalIntergenic
5033404E19Rik	DistalIntergenic
5330416C01Rik	DistalIntergenic
5430437J10Rik	DistalIntergenic
5730507C01Rik	DistalIntergenic
5730522E02Rik	DistalIntergenic
5830428M24Rik	DistalIntergenic
5930438M14Rik	DistalIntergenic
6530411M01Rik	DistalIntergenic
6720468P15Rik	DistalIntergenic
7420701I03Rik	DistalIntergenic
7530416G11Rik	DistalIntergenic
8030451O07Rik	DistalIntergenic
8430422H06Rik	DistalIntergenic
8430430B14Rik	DistalIntergenic
8430437L04Rik	DistalIntergenic
9030404E10Rik	DistalIntergenic
9130209A04Rik	DistalIntergenic
9130227L01Rik	DistalIntergenic
9230019H11Rik	DistalIntergenic
9230020A06Rik	DistalIntergenic
9230102K24Rik	DistalIntergenic
9330188P03Rik	DistalIntergenic
9430014N10Rik	DistalIntergenic
9430078K24Rik	DistalIntergenic
9530003J23Rik	DistalIntergenic
9530014B07Rik	DistalIntergenic
9530026F06Rik	DistalIntergenic
9530068E07Rik	DistalIntergenic
9630013A20Rik	DistalIntergenic
9930014A18Rik	DistalIntergenic
A130030D18Rik	DistalIntergenic
A130077B15Rik	DistalIntergenic
A1bg	DistalIntergenic
A230009B12Rik	DistalIntergenic
A230028O05Rik	DistalIntergenic
A330009N23Rik	DistalIntergenic
A330076C08Rik	DistalIntergenic
A330093E20Rik	DistalIntergenic
A330102I10Rik	DistalIntergenic
A430090L17Rik	DistalIntergenic
A530065N20Rik	DistalIntergenic
A730004F24Rik	DistalIntergenic
A730006G06Rik	DistalIntergenic
A730013G03Rik	DistalIntergenic
A730018C14Rik	DistalIntergenic
A830009L08Rik	DistalIntergenic
A830018L16Rik	DistalIntergenic
A830082K12Rik	DistalIntergenic
A930003A15Rik	DistalIntergenic
A930017M01Rik	DistalIntergenic
Aard	DistalIntergenic
Aars2	DistalIntergenic
Abca12	DistalIntergenic
Abcc4	DistalIntergenic
Abcg1	DistalIntergenic
Abhd12b	DistalIntergenic
Abi3bp	DistalIntergenic
Ablim3	DistalIntergenic
Abra	DistalIntergenic
Abracl	DistalIntergenic
Acaa2	DistalIntergenic
Ackr1	DistalIntergenic
Ackr3	DistalIntergenic
Acmsd	DistalIntergenic
Acot1	DistalIntergenic
Acot10	DistalIntergenic
Acsl3	DistalIntergenic
Actbl2	DistalIntergenic
Actg1	DistalIntergenic
Actn1	DistalIntergenic
Actr3	DistalIntergenic
Acvr1b	DistalIntergenic
Acvr2a	DistalIntergenic
Adam28	DistalIntergenic
Adam6b	DistalIntergenic
Adam7	DistalIntergenic
Adamts1	DistalIntergenic
Adamts10	DistalIntergenic
Adamts12	DistalIntergenic
Adamts2	DistalIntergenic
Adamts20	DistalIntergenic
Adamts5	DistalIntergenic
Adamts6	DistalIntergenic
Adarb1	DistalIntergenic
Adarb2	DistalIntergenic
Adcy1	DistalIntergenic
Adcy2	DistalIntergenic
Adcy5	DistalIntergenic
Adcy8	DistalIntergenic
Adcyap1	DistalIntergenic
Adgrb1	DistalIntergenic
Adgrb3	DistalIntergenic
Adgrf1	DistalIntergenic
Adgrg6	DistalIntergenic
Adnp2	DistalIntergenic
Ado	DistalIntergenic
Adora1	DistalIntergenic
Adra1a	DistalIntergenic
Adra2a	DistalIntergenic
Adrb1	DistalIntergenic
Adrb2	DistalIntergenic
Adtrp	DistalIntergenic
Aff3	DistalIntergenic
Agfg1	DistalIntergenic
Agpat3	DistalIntergenic
Agpat4	DistalIntergenic
Agr3	DistalIntergenic
Agtpbp1	DistalIntergenic
Ahctf1	DistalIntergenic
Ahi1	DistalIntergenic
Ahnak	DistalIntergenic
Ahr	DistalIntergenic
AI197445	DistalIntergenic
Aipl1	DistalIntergenic
Ak3	DistalIntergenic
Akain1	DistalIntergenic
Akap1	DistalIntergenic
Akap6	DistalIntergenic
Akap7	DistalIntergenic
Akr1e1	DistalIntergenic
Akt3	DistalIntergenic
Alcam	DistalIntergenic
Aldh1a7	DistalIntergenic
Aldh7a1	DistalIntergenic
Aldh8a1	DistalIntergenic
Alg10b	DistalIntergenic
Alkal1	DistalIntergenic
Alkal2	DistalIntergenic
Allc	DistalIntergenic
Alox12e	DistalIntergenic
Alox8	DistalIntergenic
Alx1	DistalIntergenic
Alx4	DistalIntergenic
Amer2	DistalIntergenic
Amph	DistalIntergenic
Angel2	DistalIntergenic
Angpt1	DistalIntergenic
Ank	DistalIntergenic
Ank3	DistalIntergenic
Ankfn1	DistalIntergenic
Ankrd1	DistalIntergenic
Ankrd12	DistalIntergenic
Ankrd28	DistalIntergenic
Ankrd55	DistalIntergenic
Anks1b	DistalIntergenic
Anxa1	DistalIntergenic
Anxa11	DistalIntergenic
Aoah	DistalIntergenic
Aopep	DistalIntergenic
Ap1s3	DistalIntergenic
Apc	DistalIntergenic
Apcdd1	DistalIntergenic
Api5	DistalIntergenic
Apob	DistalIntergenic
Apobec3	DistalIntergenic
Apol7a	DistalIntergenic
Apol7d	DistalIntergenic
App	DistalIntergenic
Aqp4	DistalIntergenic
Aqp6	DistalIntergenic
Arap3	DistalIntergenic
Arc	DistalIntergenic
Arf2	DistalIntergenic
Arf6	DistalIntergenic
Arg1	DistalIntergenic
Arhgap12	DistalIntergenic
Arhgap23	DistalIntergenic
Arhgap26	DistalIntergenic
Arhgap27	DistalIntergenic
Arhgap8	DistalIntergenic
Arhgef28	DistalIntergenic
Arhgef37	DistalIntergenic
Arid1b	DistalIntergenic
Arid4b	DistalIntergenic
Arid5a	DistalIntergenic
Arid5b	DistalIntergenic
Arl10	DistalIntergenic
Arl15	DistalIntergenic
Arl4a	DistalIntergenic
Arl4c	DistalIntergenic
Arl4d	DistalIntergenic
Arl6ip6	DistalIntergenic
Armc2	DistalIntergenic
Armc3	DistalIntergenic
Armc4	DistalIntergenic
Arrdc3	DistalIntergenic
Arsi	DistalIntergenic
Asah2	DistalIntergenic
Asap1	DistalIntergenic
Asb1	DistalIntergenic
Asb13	DistalIntergenic
Ascc3	DistalIntergenic
Ascl1	DistalIntergenic
Asic1	DistalIntergenic
Aspg	DistalIntergenic
Atf7	DistalIntergenic
Atg10	DistalIntergenic
Atg16l1	DistalIntergenic
Atl2	DistalIntergenic
Atp10b	DistalIntergenic
Atp1b1	DistalIntergenic
Atp23	DistalIntergenic
Atp2b1	DistalIntergenic
Atp2b4	DistalIntergenic
Atp5g2	DistalIntergenic
Atp5g3	DistalIntergenic
Atp5o	DistalIntergenic
Atp6ap1l	DistalIntergenic
Atp6v1g3	DistalIntergenic
Atp6v1h	DistalIntergenic
Atp8b1	DistalIntergenic
Atp9b	DistalIntergenic
Atpsckmt	DistalIntergenic
Atrnl1	DistalIntergenic
Atxn1	DistalIntergenic
Atxn7l3b	DistalIntergenic
AU015791	DistalIntergenic
Auh	DistalIntergenic
AV205837	DistalIntergenic
Avpr1a	DistalIntergenic
Avpr1b	DistalIntergenic
AW209491	DistalIntergenic
Axin2	DistalIntergenic
B020018J22Rik	DistalIntergenic
B230118H07Rik	DistalIntergenic
B230214G05Rik	DistalIntergenic
B230303A05Rik	DistalIntergenic
B4galnt1	DistalIntergenic
Baalc	DistalIntergenic
Bace2	DistalIntergenic
Bach1	DistalIntergenic
Bambi	DistalIntergenic
Bard1	DistalIntergenic
Basp1	DistalIntergenic
BB123696	DistalIntergenic
BB218582	DistalIntergenic
Bbs10	DistalIntergenic
Bbx	DistalIntergenic
BC005537	DistalIntergenic
BC006965	DistalIntergenic
BC030867	DistalIntergenic
BC042761	DistalIntergenic
BC048403	DistalIntergenic
BC048507	DistalIntergenic
BC055402	DistalIntergenic
Bcap29	DistalIntergenic
Bcl11a	DistalIntergenic
Bcl11b	DistalIntergenic
Bdh1	DistalIntergenic
Bdkrb2	DistalIntergenic
Bdnf	DistalIntergenic
Bhlha9	DistalIntergenic
Bicc1	DistalIntergenic
Bin1	DistalIntergenic
Bin3	DistalIntergenic
Bloodlinc	DistalIntergenic
Boc	DistalIntergenic
Bod1	DistalIntergenic
Bok	DistalIntergenic
Borcs6	DistalIntergenic
Brd1	DistalIntergenic
Brd2	DistalIntergenic
Brinp2	DistalIntergenic
Brinp3	DistalIntergenic
Brms1l	DistalIntergenic
Btbd11	DistalIntergenic
Btg1	DistalIntergenic
Btg2	DistalIntergenic
Btg3	DistalIntergenic
Btla	DistalIntergenic
Btn1a1	DistalIntergenic
Btrc	DistalIntergenic
Bvht	DistalIntergenic
C030007H22Rik	DistalIntergenic
C130021I20Rik	DistalIntergenic
C130071C03Rik	DistalIntergenic
C130074G19Rik	DistalIntergenic
C130080G10Rik	DistalIntergenic
C1d	DistalIntergenic
C1ql3	DistalIntergenic
C1qtnf2	DistalIntergenic
C1qtnf3	DistalIntergenic
C230014O12Rik	DistalIntergenic
C230029F24Rik	DistalIntergenic
C230035I16Rik	DistalIntergenic
C230037L18Rik	DistalIntergenic
C230072F16Rik	DistalIntergenic
C330004P14Rik	DistalIntergenic
C330011F03Rik	DistalIntergenic
C330024C12Rik	DistalIntergenic
C430042M11Rik	DistalIntergenic
C730036E19Rik	DistalIntergenic
Cabcoco1	DistalIntergenic
Cables1	DistalIntergenic
Cacna1e	DistalIntergenic
Cacna2d3	DistalIntergenic
Cacng4	DistalIntergenic
Cacng5	DistalIntergenic
Cadm2	DistalIntergenic
Calcoco1	DistalIntergenic
Calm1	DistalIntergenic
Calm2	DistalIntergenic
Calml3	DistalIntergenic
Camk1d	DistalIntergenic
Camk1g	DistalIntergenic
Camk2b	DistalIntergenic
Camsap2	DistalIntergenic
Cand1	DistalIntergenic
Capn13	DistalIntergenic
Capn8	DistalIntergenic
Caps2	DistalIntergenic
Cartpt	DistalIntergenic
Casp14	DistalIntergenic
Cbln2	DistalIntergenic
Cbr1	DistalIntergenic
Cbwd1	DistalIntergenic
Cbx8	DistalIntergenic
Ccbe1	DistalIntergenic
Ccdc112	DistalIntergenic
Ccdc121	DistalIntergenic
Ccdc152	DistalIntergenic
Ccdc167	DistalIntergenic
Ccdc182	DistalIntergenic
Ccdc185	DistalIntergenic
Ccdc186	DistalIntergenic
Ccdc187	DistalIntergenic
Ccdc190	DistalIntergenic
Ccdc3	DistalIntergenic
Ccdc42	DistalIntergenic
Ccdc50	DistalIntergenic
Ccdc59	DistalIntergenic
Ccdc6	DistalIntergenic
Ccdc65	DistalIntergenic
Ccdc68	DistalIntergenic
Ccdc71l	DistalIntergenic
Ccdc93	DistalIntergenic
Ccl5	DistalIntergenic
Ccn2	DistalIntergenic
Ccn3	DistalIntergenic
Ccn4	DistalIntergenic
Ccn6	DistalIntergenic
Ccng1	DistalIntergenic
Ccnh	DistalIntergenic
Ccnq	DistalIntergenic
Ccny	DistalIntergenic
Ccr7	DistalIntergenic
Cd180	DistalIntergenic
Cd200r3	DistalIntergenic
Cd226	DistalIntergenic
Cd44	DistalIntergenic
Cd47	DistalIntergenic
Cd55b	DistalIntergenic
Cd82	DistalIntergenic
Cd83	DistalIntergenic
Cdc123	DistalIntergenic
Cdc42bpa	DistalIntergenic
Cdc42ep3	DistalIntergenic
Cdc42ep4	DistalIntergenic
Cdc42se2	DistalIntergenic
Cdc5l	DistalIntergenic
Cdc73	DistalIntergenic
Cdca7	DistalIntergenic
Cdca7l	DistalIntergenic
Cdh10	DistalIntergenic
Cdh12	DistalIntergenic
Cdh18	DistalIntergenic
Cdh2	DistalIntergenic
Cdh20	DistalIntergenic
Cdh6	DistalIntergenic
Cdh7	DistalIntergenic
Cdh9	DistalIntergenic
Cdhr3	DistalIntergenic
Cdk1	DistalIntergenic
Cdk13	DistalIntergenic
Cdk17	DistalIntergenic
Cdk18	DistalIntergenic
Cdkn2aipnl	DistalIntergenic
Cdrt4os1	DistalIntergenic
Cdyl	DistalIntergenic
Celf2	DistalIntergenic
Celf4	DistalIntergenic
Cemip2	DistalIntergenic
Cenpw	DistalIntergenic
Cep120	DistalIntergenic
Cep19	DistalIntergenic
Cep192	DistalIntergenic
Cep83os	DistalIntergenic
Cep85l	DistalIntergenic
Cerkl	DistalIntergenic
Cetn1	DistalIntergenic
Cetn3	DistalIntergenic
Cfap126	DistalIntergenic
Cfap54	DistalIntergenic
Cfap58	DistalIntergenic
Cfl2	DistalIntergenic
Ch25h	DistalIntergenic
Chga	DistalIntergenic
Chmp6	DistalIntergenic
Chn1	DistalIntergenic
Chn1os3	DistalIntergenic
Chodl	DistalIntergenic
Chrd	DistalIntergenic
Chrna1os	DistalIntergenic
Chst1	DistalIntergenic
Chst11	DistalIntergenic
Chst9	DistalIntergenic
Cipc	DistalIntergenic
Cirbp	DistalIntergenic
Cks2	DistalIntergenic
Cldn16	DistalIntergenic
Cldn17	DistalIntergenic
Clec14a	DistalIntergenic
Clvs2	DistalIntergenic
Cmpk2	DistalIntergenic
Cnih3	DistalIntergenic
Cnksr3	DistalIntergenic
Cntn2	DistalIntergenic
Cntnap5a	DistalIntergenic
Cntnap5b	DistalIntergenic
Cntnap5c	DistalIntergenic
Cobl	DistalIntergenic
Cobll1	DistalIntergenic
Coch	DistalIntergenic
Col11a2	DistalIntergenic
Col14a1	DistalIntergenic
Col17a1	DistalIntergenic
Col18a1	DistalIntergenic
Col19a1	DistalIntergenic
Col1a1	DistalIntergenic
Col3a1	DistalIntergenic
Col5a1	DistalIntergenic
Col5a2	DistalIntergenic
Col6a1	DistalIntergenic
Col6a2	DistalIntergenic
Col6a3	DistalIntergenic
Col8a1	DistalIntergenic
Colec10	DistalIntergenic
Commd3	DistalIntergenic
Comtd1	DistalIntergenic
Cop1	DistalIntergenic
Cops8	DistalIntergenic
Copz2	DistalIntergenic
Cox7a2l	DistalIntergenic
Cox7c	DistalIntergenic
Cox8c	DistalIntergenic
Cplx2	DistalIntergenic
Cpm	DistalIntergenic
Cpn2	DistalIntergenic
Cpne8	DistalIntergenic
Cps1	DistalIntergenic
Cpsf2	DistalIntergenic
Cr2	DistalIntergenic
Crb2	DistalIntergenic
Creb1	DistalIntergenic
Crhbp	DistalIntergenic
Crhr1	DistalIntergenic
Crim1	DistalIntergenic
Cript	DistalIntergenic
Crisp4	DistalIntergenic
Cry1	DistalIntergenic
Cryaa	DistalIntergenic
Crybg3	DistalIntergenic
Crygf	DistalIntergenic
Crygs	DistalIntergenic
Cryl1	DistalIntergenic
Cs	DistalIntergenic
Csnk1d	DistalIntergenic
Csnk1g3	DistalIntergenic
Csnka2ip	DistalIntergenic
Csrnp3	DistalIntergenic
Csrp1	DistalIntergenic
Cstad	DistalIntergenic
Ctc1	DistalIntergenic
Ctdp1	DistalIntergenic
Ctif	DistalIntergenic
Ctla4	DistalIntergenic
Ctnnd2	DistalIntergenic
Cubn	DistalIntergenic
Cul3	DistalIntergenic
Cwc22	DistalIntergenic
Cxcr4	DistalIntergenic
Cxxc5	DistalIntergenic
Cybrd1	DistalIntergenic
Cyp26a1	DistalIntergenic
Cyp4f15	DistalIntergenic
Cysltr2	DistalIntergenic
Cystm1	DistalIntergenic
D030018L15Rik	DistalIntergenic
D030024E09Rik	DistalIntergenic
D030045P18Rik	DistalIntergenic
D030056L22Rik	DistalIntergenic
D16Ertd472e	DistalIntergenic
D16Ertd519e	DistalIntergenic
D1Pas1	DistalIntergenic
D230030E09Rik	DistalIntergenic
D430019H16Rik	DistalIntergenic
D630013N20Rik	DistalIntergenic
D630024D03Rik	DistalIntergenic
D730003I15Rik	DistalIntergenic
D730050B12Rik	DistalIntergenic
D830013O20Rik	DistalIntergenic
D830032E09Rik	DistalIntergenic
D930007P13Rik	DistalIntergenic
Daam1	DistalIntergenic
